wasp.var,peak.resistant,peak.susceptible,peak.wasps,trough.resistant,trough.susceptible,trough.wasps,peak.resistant.int,peak.susceptible.int,peak.wasps.int,trough.resistant.int,trough.susceptible.int,trough.wasps.int,index
0,0,2163.302239405249,0,0,22.828707230639147,0,0,2163.302239405249,0,0,1532.6919209974246,0,1
0.1,0,2163.302239405249,0,0,22.828707230639147,0,0,2163.302239405249,0,0,1532.6919209974246,0,1
0.2,0,2163.302239405249,0,0,22.828707230639147,0,0,2163.302239405249,0,0,1532.6919209974246,0,1
0.30000000000000004,0,2163.302239405249,0,0,22.828707230639147,0,0,2163.302239405249,0,0,1532.6919209974246,0,1
0.4,0,2163.302239405249,0,0,22.828707230639147,0,0,2163.302239405249,0,0,1532.6919209974246,0,1
0.5,0,2163.302239405249,0,0,22.828707230639147,0,0,2163.302239405249,0,0,1532.6919209974246,0,1
0.6000000000000001,0,2163.302239405249,0,0,22.828707230639147,0,0,2163.302239405249,0,0,1532.6919209974246,0,1
0.7000000000000001,0,2163.302239405249,0,0,22.828707230639147,0,0,2163.302239405249,0,0,1532.6919209974246,0,1
0.8,0,2163.302239405249,0,0,22.828707230639147,0,0,2163.302239405249,0,0,1532.6919209974246,0,1
0.9,0,2163.302239405249,0,0,22.828707230639147,0,0,2163.302239405249,0,0,1532.6919209974246,0,1
1,0,2163.302239405249,0,0,22.828707230639147,0,0,2163.302239405249,0,0,1532.6919209974246,0,1
1.1,257.8863873899276,2103.7038961419717,10.369142789437202,0.09266553356211947,0.04252470513337366,2.207864052614768e-9,257.8863873899276,2103.7038961419717,10.369142789437202,2.5567319553737287,3.450645504889405,3.8832091800482305e-8,1
1.2000000000000002,160.67413363193543,2079.0592662407716,7.884475444153269,0.15669571414253347,0.37010254410988314,6.216216615142093e-7,160.67413363193543,2079.0592662407716,7.884475444153269,8.180120997079218,26.92682133901977,9.131273057474473e-6,1
1.3,257.22760478670494,1980.0015745274013,7.23639994442158,0.19901549406228242,0.8887263596311532,3.2326932057346166e-6,257.22760478670494,1980.0015745274013,6.726088267449347,7.606491469421008,39.02152099025705,1.2976718413236895e-4,1
1.4000000000000001,265.2641717086365,1945.869848074832,7.521450902128777,0.19857852427446168,0.7830873980811414,1.177747059427092e-5,265.2641717086365,1945.869848074832,7.521450902128777,10.359646499214824,33.93330002762057,6.846351791071723e-4,1
1.5,257.26684788407584,1931.1224277130702,6.951961176042346,0.3922247405772848,1.8128271839253438,2.5639889771526385e-5,257.26684788407584,1931.1224277130702,6.066897768939084,15.150917545827706,87.52152443285212,0.0029533400509928467,1
1.6,282.6268756332494,1892.0697639722807,6.416610798810453,0.22508332375789533,1.5726455647399966,7.508240885670603e-5,282.6268756332494,1892.0697639722807,4.860643727001824,11.882912211390941,93.49086560925932,0.0022318310448528897,1
1.7000000000000002,320.509903867064,1734.5181105934164,6.952058877371774,0.29530428335996634,1.3550755090741533,1.799516808401246e-4,320.509903867064,1734.5181105934164,5.064114500269496,19.14283350402021,119.14984677315185,0.0048179084094246045,1
1.8,368.33831366545076,1532.384519232292,5.602172537961792,0.6117339911736226,2.9695643674375356,9.965137311037343e-4,368.33831366545076,1532.384519232292,3.2221701862473187,27.168371310527615,221.4864638100374,0.02529537147297522,1
1.9000000000000001,347.06379093628823,1594.6574531860495,4.88068233977215,0.5558654911225288,2.986274620546039,0.0011100684041494958,347.06379093628823,1594.6574531860495,3.017549387414845,32.569317514478996,137.18258902811903,0.04705895108444424,1
2,354.10343628279134,1397.1582977116705,5.104983763867077,0.6690660205078504,4.0058542367893955,0.0016341854235526888,354.10343628279134,1397.1582977116705,2.4156451838916717,32.820911435587895,276.5799575900424,0.08336015245446368,1
0,0,2171.8156265215603,0,0,22.197508441729106,0,0,874.025569403585,0,0,293.64386710132953,0,2
0.1,0,2171.8156265215603,0,0,22.197508441729106,0,0,874.025569403585,0,0,293.64386710132953,0,2
0.2,0,2171.8156265215603,0,0,22.197508441729106,0,0,874.025569403585,0,0,293.64386710132953,0,2
0.30000000000000004,0,2171.8156265215603,0,0,22.197508441729106,0,0,874.025569403585,0,0,293.64386710132953,0,2
0.4,0,2171.8156265215603,0,0,22.197508441729106,0,0,874.025569403585,0,0,293.64386710132953,0,2
0.5,0,2171.8156265215603,0,0,22.197508441729106,0,0,874.025569403585,0,0,293.64386710132953,0,2
0.6000000000000001,0,2171.8156265215603,0,0,22.197508441729106,0,0,874.025569403585,0,0,293.64386710132953,0,2
0.7000000000000001,0,2171.8156265215603,0,0,22.197508441729106,0,0,874.025569403585,0,0,293.64386710132953,0,2
0.8,0,2171.8156265215603,0,0,22.197508441729106,0,0,874.025569403585,0,0,293.64386710132953,0,2
0.9,0,2171.8156265215603,0,0,22.197508441729106,0,0,874.025569403585,0,0,293.64386710132953,0,2
1,0,2171.8156265215603,0,0,22.197508441729106,0,0,874.025569403585,0,0,293.64386710132953,0,2
1.1,1128.0023860880092,1703.248307733771,7.9763647355057214,0.3017692443055374,0.0017409956251616002,2.6104523882634872e-9,367.5405265601931,469.8679143212382,3.0963424881075596,2.6204883219349426,0.023742064591314907,8.299212838537121e-9,2
1.2000000000000002,1171.8382346672104,1527.5479634881679,8.215705017072594,0.9219586480620227,0.013105236191457252,2.384358753947208e-6,340.57754877316586,453.74734212031785,1.9309816033849962,5.665634907309704,0.15121564838362261,5.0480920266659675e-6,2
1.3,1136.9065687921152,1477.7398082399643,7.755657988323026,1.2240061233566193,0.015127294026385367,7.3156737938001906e-6,319.53502830785015,371.4854465991233,2.3121075053807627,9.730517104708374,0.18618649286575442,3.8713373658593704e-5,2
1.4000000000000001,1161.312513156594,1304.1346908867151,7.282143569627761,1.1768289254541766,0.04200374527319234,4.302170726797461e-5,310.6183855452189,326.90603395343464,1.8208770963414338,10.48555996730192,0.46968614167928063,2.07081067841398e-4,2
1.5,1170.8412436645783,944.6544120248722,4.626588633909329,3.1001378685363856,0.062257318345892945,1.2075742679840967e-4,352.04174043337576,235.7711006737034,1.8588509973581697,26.105574488023276,0.71000064543179775,5.265641034490173e-4,2
1.6,1141.172607677404,1129.7545924812375,3.871774964115185,1.3476958158274936,0.15419120543340403,2.8804646446684934e-4,323.17621567894935,283.736787314199,1.4350973255999429,11.415824504360568,1.343286647614732,0.001705924767781412,2
1.7000000000000002,1195.0571511641585,1021.331169278295,4.560781948974417,2.0566655006458876,0.08460014134297172,4.876693351177743e-4,344.49604866514073,258.0345555638455,1.3417343572399785,18.393401211257146,0.9388952899874976,0.001453361507322293,2
1.8,1175.755140964421,777.7099404812192,3.940852418552204,2.6013308545733578,0.4532611066715138,0.003843952097663093,346.12795318199045,214.65883091066064,1.0426070749485303,19.60632244438442,4.092059184765008,0.014474092865659777,2
1.9000000000000001,1180.5728904965667,658.840618384901,3.900404780689928,3.1147273501800825,0.48789360549974753,0.005238376555162159,334.47534316943796,163.0566974722136,0.78268392496954,20.281371113069035,4.34164296391887,0.022444159809180367,2
2,1153.3680244276852,503.53307982329574,1.6995159616336353,3.207330770810703,1.1678409812158217,0.012992179321037025,338.16020285392494,132.93386394852666,0.6217186362014316,25.803560677042665,9.502877173948669,0.030559118893567994,2
0,0,2179.3787667017295,0,0,21.86340424831736,0,0,103.63419080518094,0,0,21.86340424831736,0,3
0.1,0,2179.3787667017295,0,0,21.86340424831736,0,0,103.63419080518094,0,0,21.86340424831736,0,3
0.2,0,2179.3787667017295,0,0,21.86340424831736,0,0,103.63419080518094,0,0,21.86340424831736,0,3
0.30000000000000004,0,2179.3787667017295,0,0,21.86340424831736,0,0,103.63419080518094,0,0,21.86340424831736,0,3
0.4,0,2179.3787667017295,0,0,21.86340424831736,0,0,103.63419080518094,0,0,21.86340424831736,0,3
0.5,0,2179.3787667017295,0,0,21.86340424831736,0,0,103.63419080518094,0,0,21.86340424831736,0,3
0.6000000000000001,0,2179.3787667017295,0,0,21.86340424831736,0,0,103.63419080518094,0,0,21.86340424831736,0,3
0.7000000000000001,0,2179.3787667017295,0,0,21.86340424831736,0,0,103.63419080518094,0,0,21.86340424831736,0,3
0.8,0,2179.3787667017295,0,0,21.86340424831736,0,0,103.63419080518094,0,0,21.86340424831736,0,3
0.9,0,2179.3787667017295,0,0,21.86340424831736,0,0,103.63419080518094,0,0,21.86340424831736,0,3
1,0,2179.3787667017295,0,0,21.86340424831736,0,0,103.63419080518094,0,0,21.86340424831736,0,3
1.1,1153.9061227097682,1568.2990558388874,7.383014538525078,0.03222160771152602,0.0010327527339508635,8.70166512009499e-9,48.31228979722239,42.08516448027737,4.391352575183942,0.03222160771152602,0.0010327527339508635,1.2265395078620597e-8,3
1.2000000000000002,1137.5193731226254,1296.383161977019,12.092756974151984,0.23712159543228084,0.00234137987817461,6.4834687022523235e-6,47.37486278022206,54.15242788093387,7.0235167211635074,0.23712159543228084,0.00234137987817461,7.654499514558121e-6,3
1.3,1212.948937028851,536.3571690107166,5.394258083285155,0.3410436661358571,0.002548825089044146,2.7826314620915205e-5,43.26836503329468,18.35338900067451,3.8602422868211876,0.3410436661358571,0.002548825089044146,1.2588115363787613e-4,3
1.4000000000000001,1192.4721462636217,585.8866494019717,3.694727066837749,0.3365626430560446,0.004032047785124119,1.939285139794882e-4,48.501233258956,10.86703030646747,2.620604575198128,0.3365626430560446,0.004032047785124119,6.834709346755643e-4,3
1.5,1133.6491267650183,300.45411169224485,3.1845021497519737,0.395276322792332,0.00401296319922188,5.551031883398792e-4,44.909504759848915,7.449495171034297,2.622381398638689,0.395276322792332,0.00401296319922188,0.0017767922385292301,3
1.6,1073.1916417503464,379.96114610067207,3.536098759917793,0.3377080951191299,0.005220008790612623,0.0014655501065217829,44.39397083519899,10.489730317234713,2.697959089581432,0.3377080951191299,0.005220008790612623,0.004192307040690794,3
1.7000000000000002,967.8437354596009,142.3126832489073,2.8607774532273123,0.396606577288354,0.006811844985638521,0.0026634022726896283,35.67191999060876,5.4363938763937,2.5175179715195966,0.396606577288354,0.006811844985638521,0.0063313407644145165,3
1.8,921.8138578320129,54.67264383280957,2.370371307535347,0.43383374810358405,0.008436688877542842,0.020482514762565438,30.03349376782908,1.4709475950694466,1.9619653059803819,0.43383374810358405,0.008436688877542842,0.06362695176058487,3
1.9000000000000001,680.4900795244181,26.063249620274807,2.2423685203993897,0.4773371949138402,0.012694198175340564,0.03303803380932946,23.40956428224908,0.942457924322992,1.9759955329784966,0.4773371949138402,0.012694198175340564,0.10277921175368894,3
2,406.8265027199117,10.744903229085436,1.721110617799169,0.32780911076315206,0.01828944580892337,0.08689514355056685,14.00122891454026,0.40485978440738934,1.5282341265465533,0.32780911076315206,0.01828944580892337,0.1256106302522607,3
