Field,Date,Initials,Cycle,DISS_Initials,DISS_G_Unpara,DISS_G_Para,DISS_G_fungus,DISS_G_p+f,DISS_R_Unpara,DISS_R_Para,DISS_R_Fungus,DISS_R_p+f
349,18-May-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,18-May-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,18-May-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,18-May-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,18-May-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,18-May-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,18-May-18,LG,1,ML,20,0,0,0,1,0,0,0
246,18-May-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,18-May-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,18-May-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,18-May-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,18-May-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,18-May-18,LG,1,LG,10,0,0,0,2,0,0,0
219,18-May-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,18-May-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,18-May-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,18-May-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,18-May-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,18-May-18,LG,1,LG,12,0,0,0,8,0,0,0
310,18-May-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,18-May-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,18-May-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,18-May-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,18-May-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,24-May-18,IC,1,IC,42,3,0,0,14,1,0,0
349,24-May-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,24-May-18,MB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,24-May-18,IC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,24-May-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,24-May-18,MB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,24-May-18,MB,1,LG,92,3,1,0,13,0,0,0
246,24-May-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,24-May-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,24-May-18,MB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,24-May-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,24-May-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,24-May-18,IC,1,ML,91,3,0,0,10,0,0,0
219,24-May-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,24-May-18,MB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,24-May-18,IC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,24-May-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,24-May-18,MB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,24-May-18,IC,1,ML,72,0,0,0,28,1,0,0
310,24-May-18,MB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,24-May-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,24-May-18,IC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,24-May-18,MB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,24-May-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,4-Jun-18,ML,2,IC,17,0,0,0,8,0,0,0
349,4-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,4-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,4-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,4-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,4-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,4-Jun-18,ML,2,LG,42,0,0,0,8,0,0,0
246,4-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,4-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,4-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,4-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,4-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,4-Jun-18,ML,2,LG,10,0,0,0,2,0,0,0
219,4-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,4-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,4-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,4-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,4-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,4-Jun-18,ML,2,LG,47,0,0,0,7,0,0,0
310,4-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,4-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,4-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,4-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,4-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,4-Jun-18,ML,1,IC,58,0,0,0,8,0,0,0
506SE,4-Jun-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,4-Jun-18,IC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,4-Jun-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,4-Jun-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,4-Jun-18,IC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,4-Jun-18,ML,1,ML,71,1,0,0,3,0,0,0
576N,4-Jun-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,4-Jun-18,IC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,4-Jun-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,4-Jun-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,4-Jun-18,IC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,7-Jun-18,MB,2,IC,73,0,0,0,21,0,0,0
349,7-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,7-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,7-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,7-Jun-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,7-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,7-Jun-18,ML,2,IC,83,0,0,0,12,0,0,0
246,7-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,7-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,7-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,7-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,7-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,7-Jun-18,ML,2,ML,32,0,0,0,11,0,0,0
219,7-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,7-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,7-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,7-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,7-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,7-Jun-18,MB,2,ML,75,0,0,0,17,0,0,0
310,7-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,7-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,7-Jun-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,7-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,7-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,7-Jun-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,7-Jun-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,7-Jun-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,7-Jun-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,7-Jun-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,7-Jun-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,7-Jun-18,IC,1,LG,75,0,0,0,11,0,0,0
576N,7-Jun-18,MB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,7-Jun-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,7-Jun-18,IC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,7-Jun-18,MB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,7-Jun-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,11-Jun-18,ML,2,LG,82,0,0,0,11,0,0,0
349,11-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,11-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,11-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,11-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,11-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,11-Jun-18,IC,2,LG,84,0,0,0,13,0,0,0
246,11-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,11-Jun-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,11-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,11-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,11-Jun-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,11-Jun-18,MB,2,IC,75,0,0,0,18,0,0,0
219,11-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,11-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,11-Jun-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,11-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,11-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,11-Jun-18,MB,2,IC,69,0,0,0,27,0,0,0
310,11-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,11-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,11-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,11-Jun-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,11-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,11-Jun-18,ML,1,IC,74,0,0,0,17,0,0,0
506SE,11-Jun-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,11-Jun-18,IC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,11-Jun-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,11-Jun-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,11-Jun-18,IC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,11-Jun-18,MB,1,LG,73,1,0,0,23,0,0,0
576N,11-Jun-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,11-Jun-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,11-Jun-18,MB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,11-Jun-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,11-Jun-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,14-Jun-18,MB,2,ML,75,0,0,0,24,0,0,0
349,14-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,14-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,14-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,14-Jun-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,14-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,14-Jun-18,MB,2,LG,78,0,0,0,19,0,0,0
246,14-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,14-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,14-Jun-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,14-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,14-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,14-Jun-18,MB,2,ML,84,0,0,0,13,0,0,0
219,14-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,14-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,14-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,14-Jun-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,14-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,14-Jun-18,ML,2,LG,72,0,0,0,30,0,0,0
310,14-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,14-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,14-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,14-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,14-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,14-Jun-18,IC,1,IC,79,0,0,0,18,0,0,0
506SE,14-Jun-18,MB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,14-Jun-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,14-Jun-18,IC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,14-Jun-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,14-Jun-18,MB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,14-Jun-18,LG,1,ML,74,0,0,0,27,0,0,0
576N,14-Jun-18,MB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,14-Jun-18,IC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,14-Jun-18,IC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,14-Jun-18,MB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,14-Jun-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,18-Jun-18,LG,2,ML,77,0,0,0,21,0,0,0
349,18-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,18-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,18-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,18-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,18-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,18-Jun-18,LG,2,IC,71,1,0,0,29,0,0,0
246,18-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,18-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,18-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,18-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,18-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,18-Jun-18,ML,2,LG,75,0,0,0,20,0,0,0
219,18-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,18-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,18-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,18-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,18-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,18-Jun-18,LG,2,LG,77,2,0,0,17,0,0,0
310,18-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,18-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,18-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,18-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,18-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,18-Jun-18,LG,1,LG,78,0,0,0,17,0,0,0
506SE,18-Jun-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,18-Jun-18,IC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,18-Jun-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,18-Jun-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,18-Jun-18,IC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,18-Jun-18,ML,1,IC,79,0,0,0,18,2,0,0
576N,18-Jun-18,IC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,18-Jun-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,18-Jun-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,18-Jun-18,IC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,18-Jun-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,25-Jun-18,ML,2,ML,79,0,6,0,13,0,1,0
349,25-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,25-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,25-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,25-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,25-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,25-Jun-18,ML,2,LG,64,0,3,0,18,0,3,0
246,25-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,25-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,25-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,25-Jun-18,MG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,25-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,25-Jun-18,IC,2,IC,80,0,4,0,22,0,8,0
219,25-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,25-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,25-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,25-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,25-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,25-Jun-18,IC,2,LG,71,0,0,0,24,0,0,0
310,25-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,25-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,25-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,25-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,25-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,25-Jun-18,IC,1,IC,69,3,5,0,10,0,9,0
506SE,25-Jun-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,25-Jun-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,25-Jun-18,IC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,25-Jun-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,25-Jun-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,25-Jun-18,IC,1,ML,47,0,23,0,12,0,20,0
576N,25-Jun-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,25-Jun-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,25-Jun-18,IC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,25-Jun-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,25-Jun-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,28-Jun-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,28-Jun-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,28-Jun-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,28-Jun-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,28-Jun-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,28-Jun-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,28-Jun-18,IC,2,LG,38,1,26,0,17,0,10,0
246,28-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,28-Jun-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,28-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,28-Jun-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
