Field,Date,Initials,Cycle,DISS_Initials,DISS_G_Unpara,DISS_G_Para,DISS_G_fungus,DISS_G_p+f,DISS_R_Unpara,DISS_R_Para,DISS_R_Fungus,DISS_R_p+f
246,28-Jun-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,28-Jun-18,ML,2,ML,57,0,16,0,16,0,4,0
219,28-Jun-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,28-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,28-Jun-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,28-Jun-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,28-Jun-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,28-Jun-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,28-Jun-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,28-Jun-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,28-Jun-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,28-Jun-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,28-Jun-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,28-Jun-18,ML,1,LG,35,0,26,0,15,0,12,0
506SE,28-Jun-18,IC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,28-Jun-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,28-Jun-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,28-Jun-18,IC,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,28-Jun-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,28-Jun-18,MB,1,LG,55,0,14,0,18,0,14,0
576N,28-Jun-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,28-Jun-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,28-Jun-18,MB,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,28-Jun-18,LG,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,28-Jun-18,ML,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,5-Jul-18,ML,2,LG,20,0,0,0,5,0,2,0
506SE,5-Jul-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,5-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,5-Jul-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,5-Jul-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,5-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,5-Jul-18,ML,2,LG,20,0,3,0,3,0,2,0
576N,5-Jul-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,5-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,5-Jul-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,5-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,5-Jul-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,9-Jul-18,LG,3,ML,51,4,18,1,10,3,6,0
349,9-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,9-Jul-18,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,9-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,9-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,9-Jul-18,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,9-Jul-18,LG,3,ML,78,6,1,0,13,2,3,0
246,9-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,9-Jul-18,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,9-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,9-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,9-Jul-18,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,9-Jul-18,LG,3,ML,14,2,4,0,5,1,0,0
219,9-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,9-Jul-18,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,9-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,9-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,9-Jul-18,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,9-Jul-18,LG,3,IC,47,8,3,0,25,13,1,0
310,9-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,9-Jul-18,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,9-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,9-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,9-Jul-18,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,9-Jul-18,LG,2,LG,74,4,3,1,10,0,0,0
506SE,9-Jul-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,9-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,9-Jul-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,9-Jul-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,9-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,9-Jul-18,IC,2,IC,72,12,1,0,12,2,1,0
576N,9-Jul-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,9-Jul-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,9-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,9-Jul-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,9-Jul-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,12-Jul-18,LG,3,MB,60,11,1,1,19,1,4,0
349,12-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,12-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,12-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,12-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,12-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,12-Jul-18,LG,3,IC,57,8,0,0,29,2,0,0
246,12-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,12-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,12-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,12-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,12-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,12-Jul-18,LG,3,LG,33,0,1,0,8,1,1,0
219,12-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,12-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,12-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,12-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,12-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,12-Jul-18,LG,3,LG,71,9,1,0,14,1,0,0
310,12-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,12-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,12-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,12-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,12-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,12-Jul-18,LG,2,LG,64,1,2,0,8,0,0,0
506SE,12-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,12-Jul-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,12-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,12-Jul-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,12-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,12-Jul-18,LG,2,IC,47,4,0,0,8,1,0,0
576N,12-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,12-Jul-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,12-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,12-Jul-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,12-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,13-Jul-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,13-Jul-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,13-Jul-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,13-Jul-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,13-Jul-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,13-Jul-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,16-Jul-18,ML,3,LG,65,9,4,0,20,1,1,0
349,16-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,16-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,16-Jul-18,ML,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,16-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,16-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,16-Jul-18,LG,3,ML,78,1,0,0,20,2,0,0
246,16-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,16-Jul-18,ML,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,16-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,16-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,16-Jul-18,ML,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,16-Jul-18,ML,3,ML,57,3,3,0,9,1,2,0
219,16-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,16-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,16-Jul-18,ML,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,16-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,16-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,16-Jul-18,ML,3,IC,71,2,1,0,24,2,0,0
310,16-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,16-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,16-Jul-18,ML,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,16-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,16-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,16-Jul-18,LG,2,IC,80,14,1,0,5,0,0,0
506SE,16-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,16-Jul-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,16-Jul-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,16-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,16-Jul-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,16-Jul-18,ML,2,LG,78,7,1,0,14,0,0,0
576N,16-Jul-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,16-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,16-Jul-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,16-Jul-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,16-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,19-Jul-18,LG,3,LG,65,10,0,0,20,3,2,0
349,19-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,19-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,19-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,19-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,19-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,19-Jul-18,IC,3,IC,70,7,3,0,19,1,3,0
246,19-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,19-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,19-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,19-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,19-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,19-Jul-18,LG,3,LG,64,13,0,0,16,2,5,0
219,19-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,19-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,19-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,19-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,19-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,19-Jul-18,LG,3,LG,74,4,2,0,24,0,2,0
310,19-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,19-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,19-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,19-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,19-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,19-Jul-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,19-Jul-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,19-Jul-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,19-Jul-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,19-Jul-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,19-Jul-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,19-Jul-18,LG,2,IC,78,9,1,0,12,2,0,0
576N,19-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,19-Jul-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,19-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,19-Jul-18,LG,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,19-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,23-Jul-18,IC,3,ML,59,12,5,0,21,1,6,0
349,23-Jul-18,ML,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,23-Jul-18,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,23-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,23-Jul-18,ML,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,23-Jul-18,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,23-Jul-18,MB,3,ML,65,7,4,0,23,1,1,0
246,23-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,23-Jul-18,ML,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,23-Jul-18,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,23-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,23-Jul-18,ML,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,23-Jul-18,ML,3,ML,75,10,1,0,18,2,1,0
219,23-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,23-Jul-18,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,23-Jul-18,ML,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,23-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,23-Jul-18,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,23-Jul-18,ML,3,IC,59,20,1,0,19,1,0,0
310,23-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,23-Jul-18,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,23-Jul-18,ML,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,23-Jul-18,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,23-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,23-Jul-18,MB,2,ML,23,3,0,0,6,0,0,0
506SE,23-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,23-Jul-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,23-Jul-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,23-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,23-Jul-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,23-Jul-18,IC,2,IC,60,18,0,0,18,4,0,0
576N,23-Jul-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,23-Jul-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,23-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,23-Jul-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,23-Jul-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,26-Jul-18,IC,3,IC,55,15,0,0,14,4,3,0
349,26-Jul-18,ML,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,26-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,26-Jul-18,ML,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,26-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,26-Jul-18,ML,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,26-Jul-18,ML,3,ML,62,12,0,0,21,0,8,0
246,26-Jul-18,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,26-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,26-Jul-18,ML,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,26-Jul-18,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,26-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,26-Jul-18,ML,3,ML,48,6,0,0,13,2,0,0
219,26-Jul-18,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,26-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,26-Jul-18,ML,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,26-Jul-18,MB,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,26-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,26-Jul-18,IC,3,IC,53,16,0,0,28,2,0,0
310,26-Jul-18,ML,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,26-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,26-Jul-18,ML,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,26-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,26-Jul-18,ML,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,26-Jul-18,ML,2,ML,81,1,0,0,22,0,0,0
506SE,26-Jul-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,26-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,26-Jul-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,26-Jul-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
506SE,26-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,26-Jul-18,ML,2,IC,44,37,4,0,12,3,1,0
576N,26-Jul-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,26-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,26-Jul-18,ML,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,26-Jul-18,MB,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
576N,26-Jul-18,IC,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,30-Jul-18,LG,3,LG,52,19,0,0,20,8,1,0
349,30-Jul-18,ML,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,30-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,30-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,30-Jul-18,ML,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
349,30-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,30-Jul-18,ML,3,LG,53,14,0,0,20,6,3,1
246,30-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,30-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,30-Jul-18,ML,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,30-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,30-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,30-Jul-18,ML,3,ML,58,17,8,0,21,0,0,0
219,30-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,30-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,30-Jul-18,ML,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,30-Jul-18,LG,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,30-Jul-18,IC,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
